name,salary_from,salary_to,salary_currency,area_name,published_at
Токарь-универсал (г. Магнитогорск),Курган,110000.0,,RUR,2022-12-01T15:31:51+0300
Сервисный инженер,Ростов-на-Дону,50000.0,60000.0,RUR,2022-12-01T17:55:50+0300
Дежурный специалист группы технической поддержки онлайн сервисов,Новосибирск,40000.0,60000.0,RUR,2022-12-01T09:39:42+0300
Инженер по ремонту,Смоленск,30000.0,,RUR,2022-12-01T10:50:43+0300
Проджект менеджер / категорийный менеджер / бренд менеджер,Москва,120000.0,,RUR,2022-12-01T09:06:53+0300
Техник лаборатории неразрушающего контроля,Иркутск,100000.0,100000.0,RUR,2022-12-01T10:05:54+0300
Бизнес-аналитик,Обнинск,60000.0,150000.0,RUR,2022-12-01T11:24:13+0300
Инженер-программист,Москва,90000.0,,RUR,2022-12-01T12:54:50+0300
Инженер ИТ,Красноярск,50000.0,80000.0,RUR,2022-12-01T14:32:06+0300
Администратор 1С,Москва,100000.0,,RUR,2022-12-01T12:15:58+0300
Инженер-системный программист,Екатеринбург,55000.0,,RUR,2022-12-01T15:09:49+0300
Тьютор (Преподаватель) программирования для детей,Иркутск,24000.0,68000.0,RUR,2022-12-01T08:13:55+0300
"Автомеханик, автослесарь",Казань,60000.0,130000.0,RUR,2022-12-01T13:25:08+0300
Старший дизайнер | Senior Designer,Москва,150000.0,,RUR,2022-12-01T13:54:29+0300
Системный администратор (Альтон),Москва,50000.0,,RUR,2022-12-01T11:22:43+0300
Оператор-наладчик станков с ЧПУ,Тула,55000.0,,RUR,2022-12-01T16:01:32+0300
Инженер-механик,Санкт-Петербург,75000.0,85000.0,RUR,2022-12-01T16:51:34+0300
Управляющий сервисного центра,Санкт-Петербург,100000.0,,RUR,2022-12-01T11:31:28+0300
IT Project manager / Бизнес-аналитик / Менеджер IT проектов (IT Account manager),Москва,120000.0,180000.0,RUR,2022-12-01T15:37:21+0300
Сервисный инженер (Иркутск),Иркутск,40000.0,,RUR,2022-12-01T11:27:43+0300
Начальник отдела прикладного программирования (разработка ПО прикладного уровня АСУ ТП),Саратов,150000.0,,RUR,2022-12-01T14:19:48+0300
Системный администратор,Саратов,,40000.0,RUR,2022-12-01T13:59:57+0300
Специалист по обработке информации,Москва,,85000.0,RUR,2022-12-01T10:49:06+0300
Механик по ремонту промышленного швейного оборудования,Москва,80000.0,95000.0,RUR,2022-12-01T11:03:15+0300
Токарь,Пенза,35000.0,60000.0,RUR,2022-12-01T12:07:58+0300
Контролер технического состояния транспортных средств (в Комсомольск-на-Амуре),Комсомольск-на-Амуре,60000.0,,RUR,2022-12-01T13:00:21+0300
Водитель,Комсомольск-на-Амуре,35000.0,,RUR,2022-12-01T04:47:05+0300
Оператор - наладчик станков ЧПУ инструментального производства,Санкт-Петербург,76000.0,,RUR,2022-12-01T15:12:38+0300
Администратор 1С,Сочи,45000.0,50000.0,RUR,2022-12-01T16:34:40+0300
Инженер сервисного обслуживания сельскохозяйственной техники,Минусинск,50000.0,150000.0,RUR,2022-12-01T05:21:22+0300
Аналитик-Менеджер по работе с корпоративными клиентами,Уфа,32500.0,43000.0,RUR,2022-12-01T16:34:34+0300
Токарь-револьверщик,Москва,155000.0,,RUR,2022-12-01T14:57:32+0300
Plant production system manager/Lean manager,Уфа,90000.0,,RUR,2022-12-01T13:10:28+0300
Специалист чат-поддержки,Иваново (Ивановская область),33000.0,38000.0,RUR,2022-12-01T12:14:58+0300
Токарь-расточник,Пенза,40000.0,65000.0,RUR,2022-12-01T12:04:13+0300
Токарь-универсал,Пермь,110000.0,,RUR,2022-12-01T14:51:02+0300
Инженер отдела транспортной безопасности (безопасность дорожного движения),Тюмень,,120000.0,RUR,2022-12-01T10:45:46+0300
Звукооператор/техник,Ярославль,25000.0,25000.0,RUR,2022-12-01T18:55:44+0300
Специалист по защите информации,Светлый,40000.0,,RUR,2022-12-01T12:21:40+0300
Оператор чат-поддержки,Липецк,33000.0,38000.0,RUR,2022-12-01T12:15:14+0300
Специалист чат-поддержки,Ростов-на-Дону,33000.0,38000.0,RUR,2022-12-01T15:42:15+0300
PHP-разработчик,Чебоксары,80000.0,140000.0,RUR,2022-12-01T15:57:05+0300
Инсталлятор,Петропавловск-Камчатский,55000.0,,RUR,2022-12-01T10:01:29+0300
Токарь-универсал,Тюмень,110000.0,,RUR,2022-12-01T14:51:02+0300
Фрезеровщик,Тюмень,100000.0,125000.0,RUR,2022-12-01T16:50:06+0300
Fullstack разработчик (C#),Алматы,500000.0,1000000.0,KZT,2022-12-01T06:19:55+0300
Инженер-механик,Нижний Новгород,40000.0,,RUR,2022-12-01T08:49:45+0300
Литературный редактор,Минск,850.0,,BYR,2022-12-01T09:54:13+0300
Ведущий инженер-программист,Омск,150000.0,,RUR,2022-12-01T13:32:49+0300
Инженер по технической защите информации,Санкт-Петербург,44000.0,,RUR,2022-12-01T21:05:14+0300
Механик по выпуску спецтехники и автотранспорта,Верхняя Пышма,60000.0,60000.0,RUR,2022-12-01T10:14:59+0300
Помощник наладчика сварочного оборудования,Нижний Новгород,45000.0,,RUR,2022-12-01T10:34:56+0300
Аналитик-Менеджер по работе с корпоративными клиентами,Казань,32500.0,43000.0,RUR,2022-12-01T16:34:34+0300
Сетевой инженер,Новосибирск,,130000.0,RUR,2022-12-01T10:36:49+0300
Оператор ЧПУ (Фрезеровщик),Москва,80000.0,80000.0,RUR,2022-12-01T15:33:05+0300
Графический дизайнер,Москва,60000.0,80000.0,RUR,2022-12-01T22:07:45+0300
Технический писатель,Санкт-Петербург,90000.0,110000.0,RUR,2022-12-01T10:22:55+0300
Заместитель руководителя проекта в HR (аналитик данных),Набережные Челны,,130000.0,RUR,2022-12-01T12:44:28+0300
"Ведущий инспектор (отдела АИС) кадрового центра ""Работа России"", г. Брянска",Брянск,20000.0,22000.0,RUR,2022-12-01T17:09:32+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,Смоленск,130000.0,140000.0,RUR,2022-12-01T17:19:08+0300
Руководитель отдела по управлению имуществом,Курган,53000.0,59000.0,RUR,2022-12-01T11:27:18+0300
Инженер-наладчик,Северодвинск,65000.0,,RUR,2022-12-01T16:49:44+0300
1С разработчик,Алматы,500000.0,700000.0,KZT,2022-12-01T05:34:36+0300
Компьютерный Мастер,Мурманск,60000.0,120000.0,RUR,2022-12-01T14:12:30+0300
Токарь (Пермь),Теплая Гора,106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Оператор ЧПУ / Наладчик ЧПУ,Владимир,110000.0,,RUR,2022-12-01T13:23:54+0300
Рабочий по комплексному обслуживанию зданий,Нижний Тагил,16000.0,,RUR,2022-12-01T12:38:28+0300
Токарь-расточник,Самара,45000.0,,RUR,2022-12-01T17:09:21+0300
Начальник отдела информационно-технического обеспечения,Санкт-Петербург,150000.0,,RUR,2022-12-01T15:10:16+0300
Строгальщик (г. Челябинск),Самара,105000.0,,RUR,2022-12-01T10:42:39+0300
Бизнес - аналитик производственных процессов (проекты по консалтингу производственных предприятий),Санкт-Петербург,150000.0,,RUR,2022-12-01T07:40:30+0300
Специалист чат-поддержки,Саранск,33000.0,38000.0,RUR,2022-12-01T06:43:48+0300
Шлифовщик (Ярославская область),Саратов,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Механик по выпуску / ремонту автомобилей / дорожно-строительной техники,Самара,130000.0,140000.0,RUR,2022-12-01T17:19:07+0300
Оператор станка \ оператор оборудования,Щелково,60000.0,,RUR,2022-12-01T13:05:35+0300
Разработчик Баз Данных,Нижний Новгород,218000.0,,RUR,2022-12-01T16:47:04+0300
Механик по выпуску спецтехники и автотранспорта,Екатеринбург,60000.0,60000.0,RUR,2022-12-01T10:14:59+0300
Менеджер по продукту,Москва,100000.0,,RUR,2022-12-01T11:19:11+0300
Строгальщик (г. Челябинск),Челябинск,105000.0,,RUR,2022-12-01T10:34:38+0300
Токарь (Пермь),Александровск (Пермский край),106000.0,126000.0,RUR,2022-12-01T07:40:26+0300
Инженер технической поддержки,Новосибирск,50000.0,,RUR,2022-12-01T11:12:22+0300
Технический специалист (дежурный климатехник),Москва,60000.0,,RUR,2022-12-01T12:04:34+0300
Middle/Middle+ IOS разработчик (удаленно),Санкт-Петербург,120000.0,200000.0,RUR,2022-12-01T12:56:27+0300
Механик по транспорту,Томск,80000.0,,RUR,2022-12-01T09:55:43+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),Волгоград,110000.0,132000.0,RUR,2022-12-01T15:25:27+0300
Шлифовщик (Ярославская область),Тутаев,100000.0,106000.0,RUR,2022-12-01T15:48:51+0300
Оператор электроэрозионного проволочно-вырезного станка,Новосибирск,60000.0,60000.0,RUR,2022-12-01T04:46:56+0300
Системный инженер,Москва,120000.0,120000.0,RUR,2022-12-01T11:54:02+0300
Оператор-наладчик (программист) токарных станков с ЧПУ,Санкт-Петербург,50000.0,90000.0,RUR,2022-12-01T18:32:37+0300
Оператор-наладчик,Санкт-Петербург,75000.0,80000.0,RUR,2022-12-01T11:31:02+0300
Наладчик станков с ЧПУ,Набережные Челны,100000.0,,RUR,2022-12-01T16:10:34+0300
Специалист по защите информации,Белгород,36000.0,36000.0,RUR,2022-12-01T13:55:10+0300
Дизайнер выездной,Минск,,3500.0,BYR,2022-12-01T17:25:14+0300
Системный администратор,Набережные Челны,30000.0,60000.0,RUR,2022-12-01T15:56:18+0300
